id_cliente,data_entrada,data_saida
836,2021-04-30,2023-08-10
829,2021-04-29,
822,2021-04-24,
815,2021-04-22,2023-09-01
808,2021-04-17,2023-02-09
801,2021-04-16,
794,2021-04-15,
787,2021-04-15,
780,2021-04-12,2021-06-10
773,2021-04-09,
766,2021-04-09,
759,2021-04-08,
752,2021-04-07,2021-10-10
745,2021-04-01,2022-04-01
738,2021-03-27,2021-04-24
731,2021-03-25,
724,2021-03-23,2021-08-13
717,2021-03-19,
710,2021-03-19,
703,2021-03-17,
696,2021-03-16,2021-04-12
689,2021-03-12,2021-06-11
682,2021-03-12,2023-09-22
675,2021-03-09,2023-08-09
668,2021-03-01,2023-06-02
661,2021-03-01,2021-04-07
654,2021-03-01,2021-04-01
647,2021-03-01,2021-05-14
640,2021-02-24,2021-09-16
633,2021-02-23,2022-11-17
626,2021-02-19,
619,2021-02-05,
612,2021-02-05,
605,2021-02-04,
598,2021-01-29,2021-06-08
591,2021-01-29,
584,2021-01-27,
577,2021-01-27,2021-02-23
570,2021-01-27,
563,2021-01-27,2021-01-27
556,2021-01-19,2022-03-29
549,2021-01-12,2022-01-31
542,2021-01-11,2021-03-09
535,2021-01-11,2021-11-25
528,2021-01-11,2021-03-09
521,2021-01-07,2021-06-01
514,2021-01-05,2021-05-28
507,2021-01-05,2021-05-28
500,2021-01-05,2021-05-28
493,2021-01-05,2021-05-28
486,2021-01-04,2021-03-16
479,2020-12-23,2023-09-30
472,2020-12-23,2021-01-12
465,2020-12-22,2022-04-12
458,2020-12-21,2021-03-19
451,2020-12-18,2021-06-08
444,2020-12-15,2023-02-09
437,2020-12-14,
430,2020-12-07,
423,2020-12-07,2021-09-03
416,2020-12-04,2021-11-25
409,2020-12-04,2021-11-25
402,2020-12-04,
395,2020-11-24,
388,2020-11-19,
381,2020-11-19,2022-11-17
374,2020-11-17,2020-12-22
367,2020-11-11,2021-01-27
360,2020-11-07,2021-02-04
353,2020-11-06,2022-09-30
346,2020-11-06,2023-05-26
339,2020-10-30,
332,2020-10-22,2021-02-24
325,2020-10-21,2021-07-31
318,2020-10-16,
311,2020-10-16,2020-12-14
304,2020-10-16,2021-01-29
297,2020-10-16,
290,2020-10-16,2023-09-27
283,2020-10-16,2021-05-28
276,2020-10-10,2020-11-11
269,2020-10-07,
262,2020-10-07,2021-05-28
255,2020-10-07,2020-10-16
248,2020-10-06,2021-01-27
241,2020-10-02,2022-04-18
234,2020-09-23,2021-11-19
227,2020-09-23,2020-11-06
220,2020-09-19,2020-10-16
213,2020-09-09,2020-09-23
206,2020-09-09,2021-04-01
199,2020-08-25,2020-10-16
192,2020-08-24,
185,2020-08-20,2021-05-28
178,2020-08-20,
171,2020-08-19,2020-09-09
164,2020-08-18,2021-09-23
157,2020-07-30,2020-12-04
150,2020-07-27,2020-12-23
143,2020-07-19,2020-08-18
136,2020-07-17,2020-12-31
129,2020-07-14,2021-07-27
122,2020-07-14,2021-05-28
115,2020-07-06,2021-07-01
108,2020-07-02,2020-08-19
101,2020-07-01,2021-05-28
94,2020-06-06,2022-04-01
87,2020-06-04,2023-04-26
80,2020-05-29,2023-05-24
73,2020-05-29,2020-11-06
66,2020-05-25,2020-09-09
59,2020-05-22,2020-12-04
52,2020-05-20,2020-12-04
45,2020-05-12,2022-03-29
38,2020-05-05,2020-05-25
31,2020-05-05,2020-10-07
24,2020-05-05,2020-10-07
17,2020-04-27,2020-06-03
10,2020-04-27,2021-05-28
3,2020-04-17,2020-11-07
